"ICU Beds","2020-05-21 00:00:00","Adult Intensive Care Unit Beds Available
","387",""
"ICU Beds","2020-05-20 00:00:00","Adult Intensive Care Unit Beds Available
","398",""
"ICU Beds","2020-05-19 00:00:00","Adult Intensive Care Unit Beds Available
","429",""
"ICU Beds","2020-05-18 00:00:00","Adult Intensive Care Unit Beds Available
","442",""
"ICU Beds","2020-05-17 00:00:00","Adult Intensive Care Unit Beds Available
","451",""
"ICU Beds","2020-05-16 00:00:00","Adult Intensive Care Unit Beds Available
","454",""
"ICU Beds","2020-05-15 00:00:00","Adult Intensive Care Unit Beds Available
","469",""
"ICU Beds","2020-05-14 00:00:00","Adult Intensive Care Unit Beds Available
","451",""
"ICU Beds","2020-05-13 00:00:00","Adult Intensive Care Unit Beds Available
","452",""
"ICU Beds","2020-05-12 00:00:00","Adult Intensive Care Unit Beds Available
","482",""
"ICU Beds","2020-05-11 00:00:00","Adult Intensive Care Unit Beds Available
","529",""
"ICU Beds","2020-05-10 00:00:00","Adult Intensive Care Unit Beds Available
","460",""
"ICU Beds","2020-05-09 00:00:00","Adult Intensive Care Unit Beds Available
","487",""
"ICU Beds","2020-05-08 00:00:00","Adult Intensive Care Unit Beds Available
","489",""
"ICU Beds","2020-05-07 00:00:00","Adult Intensive Care Unit Beds Available
","488",""
"ICU Beds","2020-05-06 00:00:00","Adult Intensive Care Unit Beds Available
","521",""
"ICU Beds","2020-05-05 00:00:00","Adult Intensive Care Unit Beds Available
","541",""
"ICU Beds","2020-05-04 00:00:00","Adult Intensive Care Unit Beds Available
","567",""
"ICU Beds","2020-05-03 00:00:00","Adult Intensive Care Unit Beds Available
","544",""
"ICU Beds","2020-05-02 00:00:00","Adult Intensive Care Unit Beds Available
","552",""
"ICU Beds","2020-05-01 00:00:00","Adult Intensive Care Unit Beds Available
","546",""
"ICU Beds","2020-04-30 00:00:00","Adult Intensive Care Unit Beds Available
","546",""
"ICU Beds","2020-04-29 00:00:00","Adult Intensive Care Unit Beds Available
","500",""
"ICU Beds","2020-04-28 00:00:00","Adult Intensive Care Unit Beds Available
","563",""
"ICU Beds","2020-04-27 00:00:00","Adult Intensive Care Unit Beds Available
","578",""
"ICU Beds","2020-04-26 00:00:00","Adult Intensive Care Unit Beds Available
","519",""
"ICU Beds","2020-04-25 00:00:00","Adult Intensive Care Unit Beds Available
","520",""
"ICU Beds","2020-04-24 00:00:00","Adult Intensive Care Unit Beds Available
","507",""
"ICU Beds","2020-04-23 00:00:00","Adult Intensive Care Unit Beds Available
","532",""
"ICU Beds","2020-04-22 00:00:00","Adult Intensive Care Unit Beds Available
","465",""
"ICU Beds","2020-04-21 00:00:00","Adult Intensive Care Unit Beds Available
","508",""
"ICU Beds","2020-04-20 00:00:00","Adult Intensive Care Unit Beds Available
","566",""
"ICU Beds","2020-04-19 00:00:00","Adult Intensive Care Unit Beds Available
","595",""
"ICU Beds","2020-04-18 00:00:00","Adult Intensive Care Unit Beds Available
","545",""
"ICU Beds","2020-04-17 00:00:00","Adult Intensive Care Unit Beds Available
","620",""
"ICU Beds","2020-04-16 00:00:00","Adult Intensive Care Unit Beds Available
","650",""
"ICU Beds","2020-04-15 00:00:00","Adult Intensive Care Unit Beds Available
","585",""
"ICU Beds","2020-04-14 00:00:00","Adult Intensive Care Unit Beds Available
","616",""
"ICU Beds","2020-04-13 00:00:00","Adult Intensive Care Unit Beds Available
","561",""
"ICU Beds","2020-04-12 00:00:00","Adult Intensive Care Unit Beds Available
","555",""
"ICU Beds","2020-04-11 00:00:00","Adult Intensive Care Unit Beds Available
","542",""
"ICU Beds","2020-04-10 00:00:00","Adult Intensive Care Unit Beds Available
","557",""
"ICU Beds","2020-04-09 00:00:00","Adult Intensive Care Unit Beds Available
","607",""
"ICU Beds","2020-04-08 00:00:00","Adult Intensive Care Unit Beds Available
","577",""
"ICU Beds","2020-04-07 00:00:00","Adult Intensive Care Unit Beds Available
","599",""
"ICU Beds","2020-04-06 00:00:00","Adult Intensive Care Unit Beds Available
","549",""
"ICU Beds","2020-04-05 00:00:00","Adult Intensive Care Unit Beds Available
","563",""
"ICU Beds","2020-04-04 00:00:00","Adult Intensive Care Unit Beds Available
","538",""
"ICU Beds","2020-04-03 00:00:00","Adult Intensive Care Unit Beds Available
","525",""
"ICU Beds","2020-04-02 00:00:00","Adult Intensive Care Unit Beds Available
","517",""
"ICU Beds","2020-04-01 00:00:00","Adult Intensive Care Unit Beds Available
","498",""
"ICU Beds","2020-03-31 00:00:00","Adult Intensive Care Unit Beds Available
","467",""
"ICU Beds","2020-03-30 00:00:00","Adult Intensive Care Unit Beds Available
","477",""
"ICU Beds","2020-03-29 00:00:00","Adult Intensive Care Unit Beds Available
","514",""
"ICU Beds","2020-03-28 00:00:00","Adult Intensive Care Unit Beds Available
","474",""
"ICU Beds","2020-03-27 00:00:00","Adult Intensive Care Unit Beds Available
","461",""
"ICU Beds","2020-03-26 00:00:00","Adult Intensive Care Unit Beds Available
","458",""
"Info button"," ","","",""
