"Number of deaths","1927","","","","","",""
"Death Race/Ethnicity","NATIVE AMERICAN","Native American","312","0.161909704203425","312","312",""
"Death Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","431","0.223663725998962","431","431",""
"Death Race/Ethnicity","WHITE, NON-HISPANIC","White, non-Hispanic","786","0.407887908666321","786","786",""
"Epi Curve Death","3","3","2020-07-06 00:00:00","2020-06-12 00:00:00","","",""
"Epi Curve Death","1","1","2020-07-05 00:00:00","2020-06-11 00:00:00","","",""
"Epi Curve Death","15","15","2020-07-04 00:00:00","2020-06-10 00:00:00","","",""
"Epi Curve Death","13","13","2020-07-03 00:00:00","2020-06-09 00:00:00","","",""
"Epi Curve Death","21","21","2020-07-02 00:00:00","2020-06-08 00:00:00","","",""
"Epi Curve Death","16","16","2020-07-01 00:00:00","2020-06-07 00:00:00","","",""
"Epi Curve Death","23","23","2020-06-30 00:00:00","2020-06-06 00:00:00","","",""
"Epi Curve Death","16","16","2020-06-29 00:00:00","2020-06-05 00:00:00","","",""
"Epi Curve Death","16","16","2020-06-28 00:00:00","2020-06-04 00:00:00","","",""
"Epi Curve Death","32","32","2020-06-27 00:00:00","2020-06-03 00:00:00","","",""
"Epi Curve Death","25","25","2020-06-26 00:00:00","2020-06-02 00:00:00","","",""
"Epi Curve Death","39","39","2020-06-25 00:00:00","2020-06-01 00:00:00","","",""
"Epi Curve Death","24","24","2020-06-24 00:00:00","2020-05-31 00:00:00","","",""
"Epi Curve Death","38","38","2020-06-23 00:00:00","2020-05-30 00:00:00","","",""
"Epi Curve Death","16","16","2020-06-22 00:00:00","2020-05-29 00:00:00","","",""
"Epi Curve Death","25","25","2020-06-21 00:00:00","2020-05-28 00:00:00","","",""
"Epi Curve Death","29","29","2020-06-20 00:00:00","2020-05-27 00:00:00","","",""
"Epi Curve Death","35","35","2020-06-19 00:00:00","2020-05-26 00:00:00","","",""
"Epi Curve Death","22","22","2020-06-18 00:00:00","2020-05-25 00:00:00","","",""
"Epi Curve Death","21","21","2020-06-17 00:00:00","2020-05-24 00:00:00","","",""
"Epi Curve Death","31","31","2020-06-16 00:00:00","2020-05-23 00:00:00","","",""
"Epi Curve Death","34","34","2020-06-15 00:00:00","2020-05-22 00:00:00","","",""
"Epi Curve Death","30","30","2020-06-14 00:00:00","2020-05-21 00:00:00","","",""
"Epi Curve Death","30","30","2020-06-13 00:00:00","2020-05-20 00:00:00","","",""
"Epi Curve Death","31","31","2020-06-12 00:00:00","2020-05-19 00:00:00","","",""
"Epi Curve Death","24","24","2020-06-11 00:00:00","2020-05-18 00:00:00","","",""
"Epi Curve Death","21","21","2020-06-10 00:00:00","2020-05-17 00:00:00","","",""
"Epi Curve Death","23","23","2020-06-09 00:00:00","2020-05-16 00:00:00","","",""
"Epi Curve Death","22","22","2020-06-08 00:00:00","2020-05-15 00:00:00","","",""
"Epi Curve Death","28","28","2020-06-07 00:00:00","2020-05-14 00:00:00","","",""
"Epi Curve Death","23","23","2020-06-06 00:00:00","2020-05-13 00:00:00","","",""
"Epi Curve Death","19","19","2020-06-05 00:00:00","2020-05-12 00:00:00","","",""
"Epi Curve Death","13","13","2020-06-04 00:00:00","2020-05-11 00:00:00","","",""
"Epi Curve Death","26","26","2020-06-03 00:00:00","2020-05-10 00:00:00","","",""
"Epi Curve Death","22","22","2020-06-02 00:00:00","2020-05-09 00:00:00","","",""
"Epi Curve Death","11","11","2020-06-01 00:00:00","2020-05-08 00:00:00","","",""
"Epi Curve Death","23","23","2020-05-31 00:00:00","2020-05-07 00:00:00","","",""
"Epi Curve Death","14","14","2020-05-30 00:00:00","2020-05-06 00:00:00","","",""
"Epi Curve Death","18","18","2020-05-29 00:00:00","2020-05-05 00:00:00","","",""
"Epi Curve Death","26","26","2020-05-28 00:00:00","2020-05-04 00:00:00","","",""
"Epi Curve Death","19","19","2020-05-27 00:00:00","2020-05-03 00:00:00","","",""
"Epi Curve Death","20","20","2020-05-26 00:00:00","2020-05-02 00:00:00","","",""
"Epi Curve Death","18","18","2020-05-25 00:00:00","2020-05-01 00:00:00","","",""
"Epi Curve Death","15","15","2020-05-24 00:00:00","2020-04-30 00:00:00","","",""
"Epi Curve Death","22","22","2020-05-23 00:00:00","2020-04-29 00:00:00","","",""
"Epi Curve Death","19","19","2020-05-22 00:00:00","2020-04-28 00:00:00","","",""
"Epi Curve Death","15","15","2020-05-21 00:00:00","2020-04-27 00:00:00","","",""
"Epi Curve Death","12","12","2020-05-20 00:00:00","2020-04-26 00:00:00","","",""
"Epi Curve Death","17","17","2020-05-19 00:00:00","2020-04-25 00:00:00","","",""
"Epi Curve Death","11","11","2020-05-18 00:00:00","2020-04-24 00:00:00","","",""
"Epi Curve Death","19","19","2020-05-17 00:00:00","2020-04-23 00:00:00","","",""
"Epi Curve Death","21","21","2020-05-16 00:00:00","2020-04-22 00:00:00","","",""
"Epi Curve Death","22","22","2020-05-15 00:00:00","2020-04-21 00:00:00","","",""
"Epi Curve Death","20","20","2020-05-14 00:00:00","2020-04-20 00:00:00","","",""
"Epi Curve Death","23","23","2020-05-13 00:00:00","2020-04-19 00:00:00","","",""
"Epi Curve Death","15","15","2020-05-12 00:00:00","2020-04-18 00:00:00","","",""
"Epi Curve Death","13","13","2020-05-11 00:00:00","2020-04-17 00:00:00","","",""
"Epi Curve Death","21","21","2020-05-10 00:00:00","2020-04-16 00:00:00","","",""
"Epi Curve Death","10","10","2020-05-09 00:00:00","2020-04-15 00:00:00","","",""
"Epi Curve Death","24","24","2020-05-08 00:00:00","2020-04-14 00:00:00","","",""
"Epi Curve Death","28","28","2020-05-07 00:00:00","2020-04-13 00:00:00","","",""
"Epi Curve Death","20","20","2020-05-06 00:00:00","2020-04-12 00:00:00","","",""
"Epi Curve Death","22","22","2020-05-05 00:00:00","2020-04-11 00:00:00","","",""
"Epi Curve Death","19","19","2020-05-04 00:00:00","2020-04-10 00:00:00","","",""
"Epi Curve Death","22","22","2020-05-03 00:00:00","2020-04-09 00:00:00","","",""
"Epi Curve Death","13","13","2020-05-02 00:00:00","2020-04-08 00:00:00","","",""
"Epi Curve Death","16","16","2020-05-01 00:00:00","2020-04-07 00:00:00","","",""
"Epi Curve Death","27","27","2020-04-30 00:00:00","2020-04-06 00:00:00","","",""
"Epi Curve Death","19","19","2020-04-29 00:00:00","2020-04-05 00:00:00","","",""
"Epi Curve Death","14","14","2020-04-28 00:00:00","2020-04-04 00:00:00","","",""
"Epi Curve Death","21","21","2020-04-27 00:00:00","2020-04-03 00:00:00","","",""
"Epi Curve Death","14","14","2020-04-26 00:00:00","2020-04-02 00:00:00","","",""
"Epi Curve Death","14","14","2020-04-25 00:00:00","2020-04-01 00:00:00","","",""
"Epi Curve Death","12","12","2020-04-24 00:00:00","2020-03-31 00:00:00","","",""
"Epi Curve Death","24","24","2020-04-23 00:00:00","2020-03-30 00:00:00","","",""
"Epi Curve Death","12","12","2020-04-22 00:00:00","2020-03-29 00:00:00","","",""
"Epi Curve Death","10","10","2020-04-21 00:00:00","2020-03-28 00:00:00","","",""
"Epi Curve Death","23","23","2020-04-20 00:00:00","2020-03-27 00:00:00","","",""
"Epi Curve Death","22","22","2020-04-19 00:00:00","2020-03-26 00:00:00","","",""
"Epi Curve Death","15","15","2020-04-18 00:00:00","2020-03-25 00:00:00","","",""
"Epi Curve Death","15","15","2020-04-17 00:00:00","2020-03-24 00:00:00","","",""
"Epi Curve Death","17","17","2020-04-16 00:00:00","2020-03-23 00:00:00","","",""
"Epi Curve Death","14","14","2020-04-15 00:00:00","2020-03-22 00:00:00","","",""
"Epi Curve Death","17","17","2020-04-14 00:00:00","2020-03-20 00:00:00","","",""
"Epi Curve Death","14","14","2020-04-13 00:00:00","2020-03-19 00:00:00","","",""
"Epi Curve Death","18","18","2020-04-12 00:00:00","2020-03-17 00:00:00","","",""
"Epi Curve Death","21","21","2020-04-11 00:00:00","","","",""
"Epi Curve Death","15","15","2020-04-10 00:00:00","","","",""
"Epi Curve Death","12","12","2020-04-09 00:00:00","","","",""
"Epi Curve Death","10","10","2020-04-08 00:00:00","","","",""
"Epi Curve Death","15","15","2020-04-07 00:00:00","","","",""
"Epi Curve Death","12","12","2020-04-06 00:00:00","","","",""
"Epi Curve Death","11","11","2020-04-05 00:00:00","","","",""
"Epi Curve Death","6","6","2020-04-04 00:00:00","","","",""
"Epi Curve Death","11","11","2020-04-03 00:00:00","","","",""
"Epi Curve Death","6","6","2020-04-02 00:00:00","","","",""
"Epi Curve Death","10","10","2020-04-01 00:00:00","","","",""
"Epi Curve Death","13","13","2020-03-31 00:00:00","","","",""
"Epi Curve Death","7","7","2020-03-30 00:00:00","","","",""
"Epi Curve Death","6","6","2020-03-29 00:00:00","","","",""
"Epi Curve Death","6","6","2020-03-28 00:00:00","","","",""
"Epi Curve Death","7","7","2020-03-27 00:00:00","","","",""
"Epi Curve Death","7","7","2020-03-26 00:00:00","","","",""
"Epi Curve Death","4","4","2020-03-25 00:00:00","","","",""
"Epi Curve Death","2","2","2020-03-24 00:00:00","","","",""
"Epi Curve Death","5","5","2020-03-23 00:00:00","","","",""
"Epi Curve Death","1","1","2020-03-22 00:00:00","","","",""
"Epi Curve Death","2","2","2020-03-20 00:00:00","","","",""
"Epi Curve Death","2","2","2020-03-19 00:00:00","","","",""
"Epi Curve Death","1","1","2020-03-17 00:00:00","","","",""
"New deaths","117","","","","","",""
"info button"," ","","","","","",""
