"Hospital number","21747","","","","",""
"Epi Curve","30","30","2020-08-25 00:00:00","2020-08-24 00:00:00","",""
"Epi Curve","38","38","2020-08-24 00:00:00","2020-08-23 00:00:00","",""
"Epi Curve","39","39","2020-08-23 00:00:00","2020-08-22 00:00:00","",""
"Epi Curve","53","53","2020-08-22 00:00:00","2020-08-21 00:00:00","",""
"Epi Curve","61","61","2020-08-21 00:00:00","2020-08-20 00:00:00","",""
"Epi Curve","88","88","2020-08-20 00:00:00","2020-08-19 00:00:00","",""
"Epi Curve","81","81","2020-08-19 00:00:00","2020-08-18 00:00:00","",""
"Epi Curve","90","90","2020-08-18 00:00:00","2020-08-17 00:00:00","",""
"Epi Curve","82","82","2020-08-17 00:00:00","2020-08-16 00:00:00","",""
"Epi Curve","66","66","2020-08-16 00:00:00","2020-08-15 00:00:00","",""
"Epi Curve","63","63","2020-08-15 00:00:00","2020-08-14 00:00:00","",""
"Epi Curve","70","70","2020-08-14 00:00:00","2020-08-13 00:00:00","",""
"Epi Curve","89","89","2020-08-13 00:00:00","2020-08-12 00:00:00","",""
"Epi Curve","107","107","2020-08-12 00:00:00","2020-08-11 00:00:00","",""
"Epi Curve","117","117","2020-08-11 00:00:00","2020-08-10 00:00:00","",""
"Epi Curve","108","108","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","72","72","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","93","93","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","112","112","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","123","123","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","137","137","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","173","173","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","190","190","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","134","134","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","91","91","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","174","174","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","198","198","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","177","177","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","229","229","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","299","299","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","165","165","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","218","218","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","274","274","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","316","316","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","299","299","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","310","310","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","364","364","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","272","272","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","305","305","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","360","360","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","421","421","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","505","505","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","558","558","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","562","562","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","351","351","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","425","425","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","380","380","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","320","320","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","282","282","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","289","289","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","322","322","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","297","297","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","274","274","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","282","282","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","297","297","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","318","318","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","314","314","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","287","287","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","232","232","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","241","241","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","265","265","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","266","266","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","243","243","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","245","245","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","247","247","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","205","205","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","181","181","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","223","223","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","186","186","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","171","171","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","174","174","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","191","191","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","136","136","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","144","144","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","135","135","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","132","132","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","120","120","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","136","136","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","139","139","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","108","108","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","104","104","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","103","103","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","94","94","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","107","107","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","108","108","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","113","113","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","67","67","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","70","70","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","75","75","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","72","72","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","79","79","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","76","76","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","74","74","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
"Epi Curve","63","63","2020-05-24 00:00:00","2020-05-23 00:00:00","",""
"Epi Curve","65","65","2020-05-23 00:00:00","2020-05-22 00:00:00","",""
"Epi Curve","75","75","2020-05-22 00:00:00","2020-05-21 00:00:00","",""
"Epi Curve","67","67","2020-05-21 00:00:00","2020-05-20 00:00:00","",""
"Epi Curve","62","62","2020-05-20 00:00:00","2020-05-19 00:00:00","",""
"Epi Curve","50","50","2020-05-19 00:00:00","2020-05-18 00:00:00","",""
"Epi Curve","68","68","2020-05-18 00:00:00","2020-05-17 00:00:00","",""
"Epi Curve","46","46","2020-05-17 00:00:00","2020-05-16 00:00:00","",""
"Epi Curve","50","50","2020-05-16 00:00:00","2020-05-15 00:00:00","",""
"Epi Curve","52","52","2020-05-15 00:00:00","2020-05-14 00:00:00","",""
"Epi Curve","70","70","2020-05-14 00:00:00","2020-05-13 00:00:00","",""
"Epi Curve","52","52","2020-05-13 00:00:00","2020-05-12 00:00:00","",""
"Epi Curve","59","59","2020-05-12 00:00:00","2020-05-11 00:00:00","",""
"Epi Curve","51","51","2020-05-11 00:00:00","2020-05-10 00:00:00","",""
"Epi Curve","38","38","2020-05-10 00:00:00","2020-05-09 00:00:00","",""
"Epi Curve","43","43","2020-05-09 00:00:00","2020-05-08 00:00:00","",""
"Epi Curve","61","61","2020-05-08 00:00:00","2020-05-07 00:00:00","",""
"Epi Curve","47","47","2020-05-07 00:00:00","2020-05-06 00:00:00","",""
"Epi Curve","56","56","2020-05-06 00:00:00","2020-05-05 00:00:00","",""
"Epi Curve","61","61","2020-05-05 00:00:00","2020-05-04 00:00:00","",""
"Epi Curve","50","50","2020-05-04 00:00:00","2020-05-03 00:00:00","",""
"Epi Curve","57","57","2020-05-03 00:00:00","2020-05-02 00:00:00","",""
"Epi Curve","46","46","2020-05-02 00:00:00","2020-05-01 00:00:00","",""
"Epi Curve","53","53","2020-05-01 00:00:00","2020-04-30 00:00:00","",""
"Epi Curve","56","56","2020-04-30 00:00:00","2020-04-29 00:00:00","",""
"Epi Curve","63","63","2020-04-29 00:00:00","2020-04-28 00:00:00","",""
"Epi Curve","51","51","2020-04-28 00:00:00","2020-04-27 00:00:00","",""
"Epi Curve","60","60","2020-04-27 00:00:00","2020-04-26 00:00:00","",""
"Epi Curve","44","44","2020-04-26 00:00:00","2020-04-25 00:00:00","",""
"Epi Curve","48","48","2020-04-25 00:00:00","2020-04-24 00:00:00","",""
"Epi Curve","54","54","2020-04-24 00:00:00","2020-04-23 00:00:00","",""
"Epi Curve","46","46","2020-04-23 00:00:00","2020-04-22 00:00:00","",""
"Epi Curve","45","45","2020-04-22 00:00:00","2020-04-21 00:00:00","",""
"Epi Curve","31","31","2020-04-21 00:00:00","2020-04-20 00:00:00","",""
"Epi Curve","69","69","2020-04-20 00:00:00","2020-04-19 00:00:00","",""
"Epi Curve","48","48","2020-04-19 00:00:00","2020-04-18 00:00:00","",""
"Epi Curve","51","51","2020-04-18 00:00:00","2020-04-17 00:00:00","",""
"Epi Curve","31","31","2020-04-17 00:00:00","2020-04-16 00:00:00","",""
"Epi Curve","45","45","2020-04-16 00:00:00","2020-04-15 00:00:00","",""
"Epi Curve","43","43","2020-04-15 00:00:00","2020-04-14 00:00:00","",""
"Epi Curve","49","49","2020-04-14 00:00:00","2020-04-13 00:00:00","",""
"Epi Curve","48","48","2020-04-13 00:00:00","2020-04-12 00:00:00","",""
"Epi Curve","39","39","2020-04-12 00:00:00","2020-04-11 00:00:00","",""
"Epi Curve","44","44","2020-04-11 00:00:00","2020-04-10 00:00:00","",""
"Epi Curve","46","46","2020-04-10 00:00:00","2020-04-09 00:00:00","",""
"Epi Curve","44","44","2020-04-09 00:00:00","2020-04-08 00:00:00","",""
"Epi Curve","54","54","2020-04-08 00:00:00","2020-04-07 00:00:00","",""
"Epi Curve","36","36","2020-04-07 00:00:00","2020-04-06 00:00:00","",""
"Epi Curve","59","59","2020-04-06 00:00:00","2020-04-05 00:00:00","",""
"Epi Curve","47","47","2020-04-05 00:00:00","2020-04-04 00:00:00","",""
"Epi Curve","44","44","2020-04-04 00:00:00","2020-04-03 00:00:00","",""
"Epi Curve","51","51","2020-04-03 00:00:00","2020-04-02 00:00:00","",""
"Epi Curve","34","34","2020-04-02 00:00:00","2020-04-01 00:00:00","",""
"Epi Curve","48","48","2020-04-01 00:00:00","2020-03-31 00:00:00","",""
"Epi Curve","55","55","2020-03-31 00:00:00","2020-03-30 00:00:00","",""
"Epi Curve","51","51","2020-03-30 00:00:00","2020-03-29 00:00:00","",""
"Epi Curve","42","42","2020-03-29 00:00:00","2020-03-28 00:00:00","",""
"Epi Curve","45","45","2020-03-28 00:00:00","2020-03-27 00:00:00","",""
"Epi Curve","40","40","2020-03-27 00:00:00","2020-03-26 00:00:00","",""
"Epi Curve","40","40","2020-03-26 00:00:00","2020-03-25 00:00:00","",""
"Epi Curve","44","44","2020-03-25 00:00:00","2020-03-24 00:00:00","",""
"Epi Curve","30","30","2020-03-24 00:00:00","2020-03-23 00:00:00","",""
"Epi Curve","45","45","2020-03-23 00:00:00","2020-03-22 00:00:00","",""
"Epi Curve","17","17","2020-03-22 00:00:00","2020-03-21 00:00:00","",""
"Epi Curve","20","20","2020-03-21 00:00:00","2020-03-20 00:00:00","",""
"Epi Curve","21","21","2020-03-20 00:00:00","2020-03-19 00:00:00","",""
"Epi Curve","18","18","2020-03-19 00:00:00","2020-03-18 00:00:00","",""
"Epi Curve","12","12","2020-03-18 00:00:00","2020-03-17 00:00:00","",""
"Epi Curve","13","13","2020-03-17 00:00:00","2020-03-16 00:00:00","",""
"Epi Curve","6","6","2020-03-16 00:00:00","2020-03-15 00:00:00","",""
"Epi Curve","10","10","2020-03-15 00:00:00","2020-03-14 00:00:00","",""
"Epi Curve","4","4","2020-03-14 00:00:00","2020-03-13 00:00:00","",""
"Epi Curve","6","6","2020-03-13 00:00:00","2020-03-12 00:00:00","",""
"Epi Curve","5","5","2020-03-12 00:00:00","2020-03-11 00:00:00","",""
"Epi Curve","3","3","2020-03-11 00:00:00","2020-03-09 00:00:00","",""
"Epi Curve","3","3","2020-03-09 00:00:00","2020-03-08 00:00:00","",""
"Epi Curve","1","1","2020-03-08 00:00:00","2020-03-06 00:00:00","",""
"Epi Curve","1","1","2020-03-06 00:00:00","2020-03-05 00:00:00","",""
"Epi Curve","1","1","2020-03-05 00:00:00","2020-03-04 00:00:00","",""
"Epi Curve","1","1","2020-03-04 00:00:00","2020-03-03 00:00:00","",""
"Epi Curve","1","1","2020-03-03 00:00:00","2020-02-28 00:00:00","",""
"Epi Curve","1","1","2020-02-28 00:00:00","2020-02-21 00:00:00","",""
"Epi Curve","1","1","2020-02-21 00:00:00","","",""
"Map","Yuma","1095","32.7539","-113.9364","",""
"Map","Yavapai","246","34.7064","-112.4429","",""
"Map","Santa Cruz","217","31.5332","-110.812","",""
"Map","Pinal","1245","32.9849","-111.4931","",""
"Map","Pima","2045","31.9681","-111.7806","",""
"Map","Navajo","714","35.3134","-110.2972","",""
"Map","Mohave","533","35.6177","-113.9958","",""
"Map","Maricopa","14309","33.2798","-112.7681","",""
"Map","La Paz","44","33.6724","-113.9329","",""
"Map","Greenlee","5","33.1001","-109.2714","",""
"Map","Graham","65","33.0361","-109.958","",""
"Map","Gila","180","33.7446","-110.685","",""
"Map","Coconino","482","35.6465","-112.0424","",""
"Map","Cochise","210","31.8901","-109.7497","",""
"Map","Apache","357","35.3025","-109.4451","",""
"Missing","0.489324074921816","101546","","","",""
