"Hospital number","21043","","","","",""
"Epi Curve","36","36","2020-09-24 00:00:00","2020-09-23 00:00:00","",""
"Epi Curve","25","25","2020-09-23 00:00:00","2020-09-22 00:00:00","",""
"Epi Curve","31","31","2020-09-22 00:00:00","2020-09-21 00:00:00","",""
"Epi Curve","37","37","2020-09-21 00:00:00","2020-09-20 00:00:00","",""
"Epi Curve","31","31","2020-09-20 00:00:00","2020-09-19 00:00:00","",""
"Epi Curve","21","21","2020-09-19 00:00:00","2020-09-18 00:00:00","",""
"Epi Curve","24","24","2020-09-18 00:00:00","2020-09-17 00:00:00","",""
"Epi Curve","32","32","2020-09-17 00:00:00","2020-09-16 00:00:00","",""
"Epi Curve","21","21","2020-09-16 00:00:00","2020-09-15 00:00:00","",""
"Epi Curve","28","28","2020-09-15 00:00:00","2020-09-14 00:00:00","",""
"Epi Curve","28","28","2020-09-14 00:00:00","2020-09-13 00:00:00","",""
"Epi Curve","17","17","2020-09-13 00:00:00","2020-09-12 00:00:00","",""
"Epi Curve","19","19","2020-09-12 00:00:00","2020-09-11 00:00:00","",""
"Epi Curve","27","27","2020-09-11 00:00:00","2020-09-10 00:00:00","",""
"Epi Curve","24","24","2020-09-10 00:00:00","2020-09-09 00:00:00","",""
"Epi Curve","26","26","2020-09-09 00:00:00","2020-09-08 00:00:00","",""
"Epi Curve","28","28","2020-09-08 00:00:00","2020-09-07 00:00:00","",""
"Epi Curve","30","30","2020-09-07 00:00:00","2020-09-06 00:00:00","",""
"Epi Curve","34","34","2020-09-06 00:00:00","2020-09-05 00:00:00","",""
"Epi Curve","25","25","2020-09-05 00:00:00","2020-09-04 00:00:00","",""
"Epi Curve","30","30","2020-09-04 00:00:00","2020-09-03 00:00:00","",""
"Epi Curve","31","31","2020-09-03 00:00:00","2020-09-02 00:00:00","",""
"Epi Curve","35","35","2020-09-02 00:00:00","2020-09-01 00:00:00","",""
"Epi Curve","28","28","2020-09-01 00:00:00","2020-08-31 00:00:00","",""
"Epi Curve","33","33","2020-08-31 00:00:00","2020-08-30 00:00:00","",""
"Epi Curve","33","33","2020-08-30 00:00:00","2020-08-29 00:00:00","",""
"Epi Curve","36","36","2020-08-29 00:00:00","2020-08-28 00:00:00","",""
"Epi Curve","42","42","2020-08-28 00:00:00","2020-08-27 00:00:00","",""
"Epi Curve","46","46","2020-08-27 00:00:00","2020-08-26 00:00:00","",""
"Epi Curve","49","49","2020-08-26 00:00:00","2020-08-25 00:00:00","",""
"Epi Curve","31","31","2020-08-25 00:00:00","2020-08-24 00:00:00","",""
"Epi Curve","37","37","2020-08-24 00:00:00","2020-08-23 00:00:00","",""
"Epi Curve","35","35","2020-08-23 00:00:00","2020-08-22 00:00:00","",""
"Epi Curve","40","40","2020-08-22 00:00:00","2020-08-21 00:00:00","",""
"Epi Curve","50","50","2020-08-21 00:00:00","2020-08-20 00:00:00","",""
"Epi Curve","65","65","2020-08-20 00:00:00","2020-08-19 00:00:00","",""
"Epi Curve","55","55","2020-08-19 00:00:00","2020-08-18 00:00:00","",""
"Epi Curve","65","65","2020-08-18 00:00:00","2020-08-17 00:00:00","",""
"Epi Curve","58","58","2020-08-17 00:00:00","2020-08-16 00:00:00","",""
"Epi Curve","52","52","2020-08-16 00:00:00","2020-08-15 00:00:00","",""
"Epi Curve","54","54","2020-08-15 00:00:00","2020-08-14 00:00:00","",""
"Epi Curve","55","55","2020-08-14 00:00:00","2020-08-13 00:00:00","",""
"Epi Curve","64","64","2020-08-13 00:00:00","2020-08-12 00:00:00","",""
"Epi Curve","74","74","2020-08-12 00:00:00","2020-08-11 00:00:00","",""
"Epi Curve","78","78","2020-08-11 00:00:00","2020-08-10 00:00:00","",""
"Epi Curve","71","71","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","59","59","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","79","79","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","78","78","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","84","84","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","99","99","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","117","117","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","176","176","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","137","137","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","92","92","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","168","168","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","178","178","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","145","145","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","154","154","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","195","195","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","131","131","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","162","162","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","182","182","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","249","249","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","226","226","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","240","240","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","255","255","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","257","257","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","241","241","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","240","240","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","302","302","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","328","328","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","364","364","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","382","382","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","256","256","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","270","270","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","301","301","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","268","268","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","282","282","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","298","298","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","321","321","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","298","298","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","279","279","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","286","286","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","297","297","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","316","316","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","323","323","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","290","290","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","230","230","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","247","247","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","265","265","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","265","265","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","243","243","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","243","243","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","253","253","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","204","204","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","179","179","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","225","225","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","185","185","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","172","172","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","176","176","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","191","191","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","135","135","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","144","144","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","135","135","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","134","134","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","120","120","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","135","135","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","138","138","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","109","109","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","101","101","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","105","105","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","94","94","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","107","107","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","110","110","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","112","112","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","68","68","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","71","71","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","74","74","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","73","73","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","79","79","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","76","76","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","73","73","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
"Epi Curve","61","61","2020-05-24 00:00:00","2020-05-23 00:00:00","",""
"Epi Curve","65","65","2020-05-23 00:00:00","2020-05-22 00:00:00","",""
"Epi Curve","75","75","2020-05-22 00:00:00","2020-05-21 00:00:00","",""
"Epi Curve","65","65","2020-05-21 00:00:00","2020-05-20 00:00:00","",""
"Epi Curve","62","62","2020-05-20 00:00:00","2020-05-19 00:00:00","",""
"Epi Curve","51","51","2020-05-19 00:00:00","2020-05-18 00:00:00","",""
"Epi Curve","68","68","2020-05-18 00:00:00","2020-05-17 00:00:00","",""
"Epi Curve","46","46","2020-05-17 00:00:00","2020-05-16 00:00:00","",""
"Epi Curve","50","50","2020-05-16 00:00:00","2020-05-15 00:00:00","",""
"Epi Curve","54","54","2020-05-15 00:00:00","2020-05-14 00:00:00","",""
"Epi Curve","71","71","2020-05-14 00:00:00","2020-05-13 00:00:00","",""
"Epi Curve","53","53","2020-05-13 00:00:00","2020-05-12 00:00:00","",""
"Epi Curve","59","59","2020-05-12 00:00:00","2020-05-11 00:00:00","",""
"Epi Curve","52","52","2020-05-11 00:00:00","2020-05-10 00:00:00","",""
"Epi Curve","37","37","2020-05-10 00:00:00","2020-05-09 00:00:00","",""
"Epi Curve","43","43","2020-05-09 00:00:00","2020-05-08 00:00:00","",""
"Epi Curve","62","62","2020-05-08 00:00:00","2020-05-07 00:00:00","",""
"Epi Curve","48","48","2020-05-07 00:00:00","2020-05-06 00:00:00","",""
"Epi Curve","56","56","2020-05-06 00:00:00","2020-05-05 00:00:00","",""
"Epi Curve","60","60","2020-05-05 00:00:00","2020-05-04 00:00:00","",""
"Epi Curve","52","52","2020-05-04 00:00:00","2020-05-03 00:00:00","",""
"Epi Curve","57","57","2020-05-03 00:00:00","2020-05-02 00:00:00","",""
"Epi Curve","47","47","2020-05-02 00:00:00","2020-05-01 00:00:00","",""
"Epi Curve","53","53","2020-05-01 00:00:00","2020-04-30 00:00:00","",""
"Epi Curve","57","57","2020-04-30 00:00:00","2020-04-29 00:00:00","",""
"Epi Curve","63","63","2020-04-29 00:00:00","2020-04-28 00:00:00","",""
"Epi Curve","51","51","2020-04-28 00:00:00","2020-04-27 00:00:00","",""
"Epi Curve","62","62","2020-04-27 00:00:00","2020-04-26 00:00:00","",""
"Epi Curve","44","44","2020-04-26 00:00:00","2020-04-25 00:00:00","",""
"Epi Curve","47","47","2020-04-25 00:00:00","2020-04-24 00:00:00","",""
"Epi Curve","54","54","2020-04-24 00:00:00","2020-04-23 00:00:00","",""
"Epi Curve","46","46","2020-04-23 00:00:00","2020-04-22 00:00:00","",""
"Epi Curve","45","45","2020-04-22 00:00:00","2020-04-21 00:00:00","",""
"Epi Curve","31","31","2020-04-21 00:00:00","2020-04-20 00:00:00","",""
"Epi Curve","69","69","2020-04-20 00:00:00","2020-04-19 00:00:00","",""
"Epi Curve","47","47","2020-04-19 00:00:00","2020-04-18 00:00:00","",""
"Epi Curve","50","50","2020-04-18 00:00:00","2020-04-17 00:00:00","",""
"Epi Curve","31","31","2020-04-17 00:00:00","2020-04-16 00:00:00","",""
"Epi Curve","46","46","2020-04-16 00:00:00","2020-04-15 00:00:00","",""
"Epi Curve","43","43","2020-04-15 00:00:00","2020-04-14 00:00:00","",""
"Epi Curve","49","49","2020-04-14 00:00:00","2020-04-13 00:00:00","",""
"Epi Curve","51","51","2020-04-13 00:00:00","2020-04-12 00:00:00","",""
"Epi Curve","39","39","2020-04-12 00:00:00","2020-04-11 00:00:00","",""
"Epi Curve","42","42","2020-04-11 00:00:00","2020-04-10 00:00:00","",""
"Epi Curve","46","46","2020-04-10 00:00:00","2020-04-09 00:00:00","",""
"Epi Curve","45","45","2020-04-09 00:00:00","2020-04-08 00:00:00","",""
"Epi Curve","53","53","2020-04-08 00:00:00","2020-04-07 00:00:00","",""
"Epi Curve","36","36","2020-04-07 00:00:00","2020-04-06 00:00:00","",""
"Epi Curve","58","58","2020-04-06 00:00:00","2020-04-05 00:00:00","",""
"Epi Curve","47","47","2020-04-05 00:00:00","2020-04-04 00:00:00","",""
"Epi Curve","44","44","2020-04-04 00:00:00","2020-04-03 00:00:00","",""
"Epi Curve","52","52","2020-04-03 00:00:00","2020-04-02 00:00:00","",""
"Epi Curve","35","35","2020-04-02 00:00:00","2020-04-01 00:00:00","",""
"Epi Curve","48","48","2020-04-01 00:00:00","2020-03-31 00:00:00","",""
"Epi Curve","56","56","2020-03-31 00:00:00","2020-03-30 00:00:00","",""
"Epi Curve","50","50","2020-03-30 00:00:00","2020-03-29 00:00:00","",""
"Epi Curve","42","42","2020-03-29 00:00:00","2020-03-28 00:00:00","",""
"Epi Curve","45","45","2020-03-28 00:00:00","2020-03-27 00:00:00","",""
"Epi Curve","40","40","2020-03-27 00:00:00","2020-03-26 00:00:00","",""
"Epi Curve","39","39","2020-03-26 00:00:00","2020-03-25 00:00:00","",""
"Epi Curve","46","46","2020-03-25 00:00:00","2020-03-24 00:00:00","",""
"Epi Curve","30","30","2020-03-24 00:00:00","2020-03-23 00:00:00","",""
"Epi Curve","44","44","2020-03-23 00:00:00","2020-03-22 00:00:00","",""
"Epi Curve","17","17","2020-03-22 00:00:00","2020-03-21 00:00:00","",""
"Epi Curve","19","19","2020-03-21 00:00:00","2020-03-20 00:00:00","",""
"Epi Curve","21","21","2020-03-20 00:00:00","2020-03-19 00:00:00","",""
"Epi Curve","18","18","2020-03-19 00:00:00","2020-03-18 00:00:00","",""
"Epi Curve","12","12","2020-03-18 00:00:00","2020-03-17 00:00:00","",""
"Epi Curve","13","13","2020-03-17 00:00:00","2020-03-16 00:00:00","",""
"Epi Curve","6","6","2020-03-16 00:00:00","2020-03-15 00:00:00","",""
"Epi Curve","10","10","2020-03-15 00:00:00","2020-03-14 00:00:00","",""
"Epi Curve","4","4","2020-03-14 00:00:00","2020-03-13 00:00:00","",""
"Epi Curve","6","6","2020-03-13 00:00:00","2020-03-12 00:00:00","",""
"Epi Curve","5","5","2020-03-12 00:00:00","2020-03-11 00:00:00","",""
"Epi Curve","3","3","2020-03-11 00:00:00","2020-03-09 00:00:00","",""
"Epi Curve","3","3","2020-03-09 00:00:00","2020-03-08 00:00:00","",""
"Epi Curve","1","1","2020-03-08 00:00:00","2020-03-06 00:00:00","",""
"Epi Curve","1","1","2020-03-06 00:00:00","2020-03-05 00:00:00","",""
"Epi Curve","1","1","2020-03-05 00:00:00","2020-03-04 00:00:00","",""
"Epi Curve","1","1","2020-03-04 00:00:00","2020-03-03 00:00:00","",""
"Epi Curve","1","1","2020-03-03 00:00:00","2020-02-28 00:00:00","",""
"Epi Curve","1","1","2020-02-28 00:00:00","2020-02-21 00:00:00","",""
"Epi Curve","1","1","2020-02-21 00:00:00","","",""
"Map","Yuma","1146","32.7539","-113.9364","",""
"Map","Yavapai","303","34.7064","-112.4429","",""
"Map","Santa Cruz","227","31.5332","-110.812","",""
"Map","Pinal","1181","32.9849","-111.4931","",""
"Map","Pima","2153","31.9681","-111.7806","",""
"Map","Navajo","771","35.3134","-110.2972","",""
"Map","Mohave","573","35.6177","-113.9958","",""
"Map","Maricopa","13140","33.2798","-112.7681","",""
"Map","La Paz","50","33.6724","-113.9329","",""
"Map","Greenlee","5","33.1001","-109.2714","",""
"Map","Graham","87","33.0361","-109.958","",""
"Map","Gila","241","33.7446","-110.685","",""
"Map","Coconino","556","35.6465","-112.0424","",""
"Map","Cochise","225","31.8901","-109.7497","",""
"Map","Apache","385","35.3025","-109.4451","",""
"Missing","0.473037352389641","112002","","","",""
