"Hospital number","11172","","","","",""
"Epi Curve","17","17","2020-03-22 00:00:00","2020-03-21 00:00:00","",""
"Epi Curve","20","20","2020-03-21 00:00:00","2020-03-20 00:00:00","",""
"Epi Curve","22","22","2020-03-20 00:00:00","2020-03-19 00:00:00","",""
"Epi Curve","18","18","2020-03-19 00:00:00","2020-03-18 00:00:00","",""
"Epi Curve","12","12","2020-03-18 00:00:00","2020-03-17 00:00:00","",""
"Epi Curve","13","13","2020-03-17 00:00:00","2020-03-16 00:00:00","",""
"Epi Curve","6","6","2020-03-16 00:00:00","2020-03-15 00:00:00","",""
"Epi Curve","10","10","2020-03-15 00:00:00","2020-03-14 00:00:00","",""
"Epi Curve","4","4","2020-03-14 00:00:00","2020-03-13 00:00:00","",""
"Epi Curve","6","6","2020-03-13 00:00:00","2020-03-12 00:00:00","",""
"Epi Curve","5","5","2020-03-12 00:00:00","2020-03-11 00:00:00","",""
"Epi Curve","3","3","2020-03-11 00:00:00","2020-03-09 00:00:00","",""
"Epi Curve","3","3","2020-03-09 00:00:00","2020-03-08 00:00:00","",""
"Epi Curve","1","1","2020-03-08 00:00:00","2020-03-06 00:00:00","",""
"Epi Curve","1","1","2020-03-06 00:00:00","2020-03-05 00:00:00","",""
"Epi Curve","1","1","2020-03-05 00:00:00","2020-03-04 00:00:00","",""
"Epi Curve","1","1","2020-03-04 00:00:00","2020-03-03 00:00:00","",""
"Epi Curve","1","1","2020-03-03 00:00:00","2020-02-28 00:00:00","",""
"Epi Curve","1","1","2020-02-28 00:00:00","2020-02-21 00:00:00","",""
"Epi Curve","1","1","2020-02-21 00:00:00","2020-01-04 00:00:00","",""
"Epi Curve","1","1","2020-01-04 00:00:00","","",""
"Map","Yuma","704","32.7539","-113.9364","",""
"Map","Yavapai","69","34.7064","-112.4429","",""
"Map","Santa Cruz","144","31.5332","-110.812","",""
"Map","Pinal","546","32.9849","-111.4931","",""
"Map","Pima","1236","31.9681","-111.7806","",""
"Map","Navajo","261","35.3134","-110.2972","",""
"Map","Mohave","279","35.6177","-113.9958","",""
"Map","Maricopa","7224","33.2798","-112.7681","",""
"Map","La Paz","23","33.6724","-113.9329","",""
"Map","Greenlee","","33.1001","-109.2714","",""
"Map","Graham","20","33.0361","-109.958","",""
"Map","Gila","94","33.7446","-110.685","",""
"Map","Coconino","315","35.6465","-112.0424","",""
"Map","Cochise","145","31.8901","-109.7497","",""
"Map","Apache","112","35.3025","-109.4451","",""
"Missing","0.599087811332685","102323","","","",""
