"Hospital number","23243","","","","","",""
"Hospital percent","0.0830415582930803","","","","","",""
"Info Button"," ","","","","","",""
"Age Group","%null%","Unknown","5","5","","",""
"Epi Curve","41","41","2020-10-03 00:00:00","2020-08-17 00:00:00","","",""
"Epi Curve","43","43","2020-10-02 00:00:00","2020-08-16 00:00:00","","",""
"Epi Curve","36","36","2020-10-01 00:00:00","2020-08-15 00:00:00","","",""
"Epi Curve","38","38","2020-09-30 00:00:00","2020-08-14 00:00:00","","",""
"Epi Curve","29","29","2020-09-29 00:00:00","2020-08-13 00:00:00","","",""
"Epi Curve","45","45","2020-09-28 00:00:00","2020-08-12 00:00:00","","",""
"Epi Curve","40","40","2020-09-27 00:00:00","2020-08-11 00:00:00","","",""
"Epi Curve","34","34","2020-09-26 00:00:00","2020-08-10 00:00:00","","",""
"Epi Curve","29","29","2020-09-25 00:00:00","2020-08-09 00:00:00","","",""
"Epi Curve","35","35","2020-09-24 00:00:00","2020-08-08 00:00:00","","",""
"Epi Curve","23","23","2020-09-23 00:00:00","2020-08-07 00:00:00","","",""
"Epi Curve","29","29","2020-09-22 00:00:00","2020-08-06 00:00:00","","",""
"Epi Curve","34","34","2020-09-21 00:00:00","2020-08-05 00:00:00","","",""
"Epi Curve","30","30","2020-09-20 00:00:00","2020-08-04 00:00:00","","",""
"Epi Curve","21","21","2020-09-19 00:00:00","2020-08-03 00:00:00","","",""
"Epi Curve","23","23","2020-09-18 00:00:00","2020-08-02 00:00:00","","",""
"Epi Curve","30","30","2020-09-17 00:00:00","2020-08-01 00:00:00","","",""
"Epi Curve","21","21","2020-09-16 00:00:00","2020-07-31 00:00:00","","",""
"Epi Curve","28","28","2020-09-15 00:00:00","2020-07-30 00:00:00","","",""
"Epi Curve","28","28","2020-09-14 00:00:00","2020-07-29 00:00:00","","",""
"Epi Curve","16","16","2020-09-13 00:00:00","2020-07-28 00:00:00","","",""
"Epi Curve","19","19","2020-09-12 00:00:00","2020-07-27 00:00:00","","",""
"Epi Curve","25","25","2020-09-11 00:00:00","2020-07-26 00:00:00","","",""
"Epi Curve","22","22","2020-09-10 00:00:00","2020-07-25 00:00:00","","",""
"Epi Curve","25","25","2020-09-09 00:00:00","2020-07-24 00:00:00","","",""
"Epi Curve","28","28","2020-09-08 00:00:00","2020-07-23 00:00:00","","",""
"Epi Curve","29","29","2020-09-07 00:00:00","2020-07-22 00:00:00","","",""
"Epi Curve","33","33","2020-09-06 00:00:00","2020-07-21 00:00:00","","",""
"Epi Curve","24","24","2020-09-05 00:00:00","2020-07-20 00:00:00","","",""
"Epi Curve","28","28","2020-09-04 00:00:00","2020-07-19 00:00:00","","",""
"Epi Curve","29","29","2020-09-03 00:00:00","2020-07-18 00:00:00","","",""
"Epi Curve","34","34","2020-09-02 00:00:00","2020-07-17 00:00:00","","",""
"Epi Curve","28","28","2020-09-01 00:00:00","2020-07-16 00:00:00","","",""
"Epi Curve","32","32","2020-08-31 00:00:00","2020-07-15 00:00:00","","",""
"Epi Curve","32","32","2020-08-30 00:00:00","2020-07-14 00:00:00","","",""
"Epi Curve","36","36","2020-08-29 00:00:00","2020-07-13 00:00:00","","",""
"Epi Curve","37","37","2020-08-28 00:00:00","2020-07-12 00:00:00","","",""
"Epi Curve","45","45","2020-08-27 00:00:00","2020-07-11 00:00:00","","",""
"Epi Curve","48","48","2020-08-26 00:00:00","2020-07-10 00:00:00","","",""
"Epi Curve","32","32","2020-08-25 00:00:00","2020-07-09 00:00:00","","",""
"Epi Curve","37","37","2020-08-24 00:00:00","2020-07-08 00:00:00","","",""
"Epi Curve","36","36","2020-08-23 00:00:00","2020-07-07 00:00:00","","",""
"Epi Curve","39","39","2020-08-22 00:00:00","2020-07-06 00:00:00","","",""
"Epi Curve","48","48","2020-08-21 00:00:00","2020-07-05 00:00:00","","",""
"Epi Curve","64","64","2020-08-20 00:00:00","2020-07-04 00:00:00","","",""
"Epi Curve","53","53","2020-08-19 00:00:00","2020-07-03 00:00:00","","",""
"Epi Curve","61","61","2020-08-18 00:00:00","2020-07-02 00:00:00","","",""
"Epi Curve","57","57","2020-08-17 00:00:00","2020-07-01 00:00:00","","",""
"Epi Curve","51","51","2020-08-16 00:00:00","2020-06-30 00:00:00","","",""
"Epi Curve","54","54","2020-08-15 00:00:00","2020-06-29 00:00:00","","",""
"Epi Curve","54","54","2020-08-14 00:00:00","2020-06-28 00:00:00","","",""
"Epi Curve","64","64","2020-08-13 00:00:00","2020-06-27 00:00:00","","",""
"Epi Curve","71","71","2020-08-12 00:00:00","2020-06-26 00:00:00","","",""
"Epi Curve","75","75","2020-08-11 00:00:00","2020-06-25 00:00:00","","",""
"Epi Curve","69","69","2020-08-10 00:00:00","2020-06-24 00:00:00","","",""
"Epi Curve","58","58","2020-08-09 00:00:00","2020-06-23 00:00:00","","",""
"Epi Curve","78","78","2020-08-08 00:00:00","2020-06-22 00:00:00","","",""
"Epi Curve","78","78","2020-08-07 00:00:00","2020-06-21 00:00:00","","",""
"Epi Curve","83","83","2020-08-06 00:00:00","2020-06-20 00:00:00","","",""
"Epi Curve","98","98","2020-08-05 00:00:00","2020-06-19 00:00:00","","",""
"Epi Curve","115","115","2020-08-04 00:00:00","2020-06-18 00:00:00","","",""
"Epi Curve","174","174","2020-08-03 00:00:00","2020-06-17 00:00:00","","",""
"Epi Curve","134","134","2020-08-02 00:00:00","2020-06-16 00:00:00","","",""
"Epi Curve","88","88","2020-08-01 00:00:00","2020-06-15 00:00:00","","",""
"Epi Curve","166","166","2020-07-31 00:00:00","2020-06-14 00:00:00","","",""
"Epi Curve","178","178","2020-07-30 00:00:00","2020-06-13 00:00:00","","",""
"Epi Curve","145","145","2020-07-29 00:00:00","2020-06-12 00:00:00","","",""
"Epi Curve","152","152","2020-07-28 00:00:00","2020-06-11 00:00:00","","",""
"Epi Curve","194","194","2020-07-27 00:00:00","2020-06-10 00:00:00","","",""
"Epi Curve","131","131","2020-07-26 00:00:00","2020-06-09 00:00:00","","",""
"Epi Curve","162","162","2020-07-25 00:00:00","2020-06-08 00:00:00","","",""
"Epi Curve","183","183","2020-07-24 00:00:00","2020-06-07 00:00:00","","",""
"Epi Curve","247","247","2020-07-23 00:00:00","2020-06-06 00:00:00","","",""
"Epi Curve","225","225","2020-07-22 00:00:00","2020-06-05 00:00:00","","",""
"Epi Curve","240","240","2020-07-21 00:00:00","2020-06-04 00:00:00","","",""
"Epi Curve","255","255","2020-07-20 00:00:00","2020-06-03 00:00:00","","",""
"Epi Curve","253","253","2020-07-19 00:00:00","2020-06-02 00:00:00","","",""
"Epi Curve","240","240","2020-07-18 00:00:00","2020-06-01 00:00:00","","",""
"Epi Curve","239","239","2020-07-17 00:00:00","2020-05-31 00:00:00","","",""
"Epi Curve","300","300","2020-07-16 00:00:00","2020-05-30 00:00:00","","",""
"Epi Curve","325","325","2020-07-15 00:00:00","2020-05-29 00:00:00","","",""
"Epi Curve","364","364","2020-07-14 00:00:00","2020-05-28 00:00:00","","",""
"Epi Curve","383","383","2020-07-13 00:00:00","2020-05-27 00:00:00","","",""
"Epi Curve","255","255","2020-07-12 00:00:00","2020-05-26 00:00:00","","",""
"Epi Curve","271","271","2020-07-11 00:00:00","2020-05-25 00:00:00","","",""
"Epi Curve","300","300","2020-07-10 00:00:00","2020-05-24 00:00:00","","",""
"Epi Curve","269","269","2020-07-09 00:00:00","2020-05-23 00:00:00","","",""
"Epi Curve","282","282","2020-07-08 00:00:00","2020-05-22 00:00:00","","",""
"Epi Curve","298","298","2020-07-07 00:00:00","2020-05-21 00:00:00","","",""
"Epi Curve","321","321","2020-07-06 00:00:00","2020-05-20 00:00:00","","",""
"Epi Curve","297","297","2020-07-05 00:00:00","2020-05-19 00:00:00","","",""
"Epi Curve","275","275","2020-07-04 00:00:00","2020-05-18 00:00:00","","",""
"Epi Curve","287","287","2020-07-03 00:00:00","2020-05-17 00:00:00","","",""
"Epi Curve","296","296","2020-07-02 00:00:00","2020-05-16 00:00:00","","",""
"Epi Curve","315","315","2020-07-01 00:00:00","2020-05-15 00:00:00","","",""
"Epi Curve","323","323","2020-06-30 00:00:00","2020-05-14 00:00:00","","",""
"Epi Curve","291","291","2020-06-29 00:00:00","2020-05-13 00:00:00","","",""
"Epi Curve","231","231","2020-06-28 00:00:00","2020-05-12 00:00:00","","",""
"Epi Curve","248","248","2020-06-27 00:00:00","2020-05-11 00:00:00","","",""
"Epi Curve","265","265","2020-06-26 00:00:00","2020-05-10 00:00:00","","",""
"Epi Curve","264","264","2020-06-25 00:00:00","2020-05-09 00:00:00","","",""
"Epi Curve","242","242","2020-06-24 00:00:00","2020-05-08 00:00:00","","",""
"Epi Curve","242","242","2020-06-23 00:00:00","2020-05-07 00:00:00","","",""
"Epi Curve","254","254","2020-06-22 00:00:00","2020-05-06 00:00:00","","",""
"Epi Curve","205","205","2020-06-21 00:00:00","2020-05-05 00:00:00","","",""
"Epi Curve","180","180","2020-06-20 00:00:00","2020-05-04 00:00:00","","",""
"Epi Curve","225","225","2020-06-19 00:00:00","2020-05-03 00:00:00","","",""
"Epi Curve","186","186","2020-06-18 00:00:00","2020-05-02 00:00:00","","",""
"Epi Curve","172","172","2020-06-17 00:00:00","2020-05-01 00:00:00","","",""
"Epi Curve","176","176","2020-06-16 00:00:00","2020-04-30 00:00:00","","",""
"Epi Curve","190","190","2020-06-15 00:00:00","2020-04-29 00:00:00","","",""
"Epi Curve","135","135","2020-06-14 00:00:00","2020-04-28 00:00:00","","",""
"Epi Curve","143","143","2020-06-13 00:00:00","2020-04-27 00:00:00","","",""
"Epi Curve","136","136","2020-06-12 00:00:00","2020-04-26 00:00:00","","",""
"Epi Curve","134","134","2020-06-11 00:00:00","2020-04-25 00:00:00","","",""
"Epi Curve","121","121","2020-06-10 00:00:00","2020-04-24 00:00:00","","",""
"Epi Curve","135","135","2020-06-09 00:00:00","2020-04-23 00:00:00","","",""
"Epi Curve","138","138","2020-06-08 00:00:00","2020-04-22 00:00:00","","",""
"Epi Curve","110","110","2020-06-07 00:00:00","2020-04-21 00:00:00","","",""
"Epi Curve","101","101","2020-06-06 00:00:00","2020-04-20 00:00:00","","",""
"Epi Curve","104","104","2020-06-05 00:00:00","2020-04-19 00:00:00","","",""
"Epi Curve","94","94","2020-06-04 00:00:00","2020-04-18 00:00:00","","",""
"Epi Curve","107","107","2020-06-03 00:00:00","2020-04-17 00:00:00","","",""
"Epi Curve","109","109","2020-06-02 00:00:00","2020-04-16 00:00:00","","",""
"Epi Curve","111","111","2020-06-01 00:00:00","2020-04-15 00:00:00","","",""
"Epi Curve","68","68","2020-05-31 00:00:00","2020-04-14 00:00:00","","",""
"Epi Curve","71","71","2020-05-30 00:00:00","2020-04-13 00:00:00","","",""
"Epi Curve","74","74","2020-05-29 00:00:00","2020-04-12 00:00:00","","",""
"Epi Curve","73","73","2020-05-28 00:00:00","2020-04-11 00:00:00","","",""
"Epi Curve","79","79","2020-05-27 00:00:00","2020-04-10 00:00:00","","",""
"Epi Curve","76","76","2020-05-26 00:00:00","2020-04-09 00:00:00","","",""
"Epi Curve","73","73","2020-05-25 00:00:00","2020-04-08 00:00:00","","",""
"Epi Curve","61","61","2020-05-24 00:00:00","2020-04-07 00:00:00","","",""
"Epi Curve","65","65","2020-05-23 00:00:00","2020-04-06 00:00:00","","",""
"Epi Curve","75","75","2020-05-22 00:00:00","2020-04-05 00:00:00","","",""
"Epi Curve","65","65","2020-05-21 00:00:00","2020-04-04 00:00:00","","",""
"Epi Curve","62","62","2020-05-20 00:00:00","2020-04-03 00:00:00","","",""
"Epi Curve","51","51","2020-05-19 00:00:00","2020-04-02 00:00:00","","",""
"Epi Curve","69","69","2020-05-18 00:00:00","2020-04-01 00:00:00","","",""
"Epi Curve","46","46","2020-05-17 00:00:00","2020-03-31 00:00:00","","",""
"Epi Curve","50","50","2020-05-16 00:00:00","2020-03-30 00:00:00","","",""
"Epi Curve","53","53","2020-05-15 00:00:00","2020-03-29 00:00:00","","",""
"Epi Curve","71","71","2020-05-14 00:00:00","2020-03-28 00:00:00","","",""
"Epi Curve","53","53","2020-05-13 00:00:00","2020-03-27 00:00:00","","",""
"Epi Curve","59","59","2020-05-12 00:00:00","2020-03-26 00:00:00","","",""
"Epi Curve","52","52","2020-05-11 00:00:00","2020-03-25 00:00:00","","",""
"Epi Curve","37","37","2020-05-10 00:00:00","2020-03-24 00:00:00","","",""
"Epi Curve","43","43","2020-05-09 00:00:00","2020-03-23 00:00:00","","",""
"Epi Curve","62","62","2020-05-08 00:00:00","2020-03-22 00:00:00","","",""
"Epi Curve","48","48","2020-05-07 00:00:00","2020-03-21 00:00:00","","",""
"Epi Curve","56","56","2020-05-06 00:00:00","2020-03-20 00:00:00","","",""
"Epi Curve","60","60","2020-05-05 00:00:00","2020-03-19 00:00:00","","",""
"Epi Curve","52","52","2020-05-04 00:00:00","2020-03-18 00:00:00","","",""
"Epi Curve","57","57","2020-05-03 00:00:00","2020-03-17 00:00:00","","",""
"Epi Curve","47","47","2020-05-02 00:00:00","2020-03-16 00:00:00","","",""
"Epi Curve","53","53","2020-05-01 00:00:00","2020-03-15 00:00:00","","",""
"Epi Curve","57","57","2020-04-30 00:00:00","2020-03-14 00:00:00","","",""
"Epi Curve","63","63","2020-04-29 00:00:00","2020-03-13 00:00:00","","",""
"Epi Curve","51","51","2020-04-28 00:00:00","2020-03-12 00:00:00","","",""
"Epi Curve","62","62","2020-04-27 00:00:00","2020-03-11 00:00:00","","",""
"Epi Curve","44","44","2020-04-26 00:00:00","2020-03-09 00:00:00","","",""
"Epi Curve","47","47","2020-04-25 00:00:00","2020-03-08 00:00:00","","",""
"Epi Curve","54","54","2020-04-24 00:00:00","2020-03-06 00:00:00","","",""
"Epi Curve","46","46","2020-04-23 00:00:00","2020-03-05 00:00:00","","",""
"Epi Curve","45","45","2020-04-22 00:00:00","2020-03-04 00:00:00","","",""
"Epi Curve","31","31","2020-04-21 00:00:00","2020-03-03 00:00:00","","",""
"Epi Curve","69","69","2020-04-20 00:00:00","2020-02-28 00:00:00","","",""
"Epi Curve","47","47","2020-04-19 00:00:00","2020-02-21 00:00:00","","",""
"Epi Curve","50","50","2020-04-18 00:00:00","2020-01-06 00:00:00","","",""
"Epi Curve","31","31","2020-04-17 00:00:00","","","",""
"Epi Curve","46","46","2020-04-16 00:00:00","","","",""
"Epi Curve","43","43","2020-04-15 00:00:00","","","",""
"Epi Curve","49","49","2020-04-14 00:00:00","","","",""
"Epi Curve","51","51","2020-04-13 00:00:00","","","",""
"Epi Curve","39","39","2020-04-12 00:00:00","","","",""
"Epi Curve","42","42","2020-04-11 00:00:00","","","",""
"Epi Curve","46","46","2020-04-10 00:00:00","","","",""
"Epi Curve","45","45","2020-04-09 00:00:00","","","",""
"Epi Curve","53","53","2020-04-08 00:00:00","","","",""
"Epi Curve","36","36","2020-04-07 00:00:00","","","",""
"Epi Curve","58","58","2020-04-06 00:00:00","","","",""
"Epi Curve","47","47","2020-04-05 00:00:00","","","",""
"Epi Curve","44","44","2020-04-04 00:00:00","","","",""
"Epi Curve","52","52","2020-04-03 00:00:00","","","",""
"Epi Curve","35","35","2020-04-02 00:00:00","","","",""
"Epi Curve","48","48","2020-04-01 00:00:00","","","",""
"Epi Curve","56","56","2020-03-31 00:00:00","","","",""
"Epi Curve","50","50","2020-03-30 00:00:00","","","",""
"Epi Curve","42","42","2020-03-29 00:00:00","","","",""
"Epi Curve","45","45","2020-03-28 00:00:00","","","",""
"Epi Curve","40","40","2020-03-27 00:00:00","","","",""
"Epi Curve","39","39","2020-03-26 00:00:00","","","",""
"Epi Curve","46","46","2020-03-25 00:00:00","","","",""
"Epi Curve","30","30","2020-03-24 00:00:00","","","",""
"Epi Curve","44","44","2020-03-23 00:00:00","","","",""
"Epi Curve","17","17","2020-03-22 00:00:00","","","",""
"Epi Curve","19","19","2020-03-21 00:00:00","","","",""
"Epi Curve","21","21","2020-03-20 00:00:00","","","",""
"Epi Curve","18","18","2020-03-19 00:00:00","","","",""
"Epi Curve","12","12","2020-03-18 00:00:00","","","",""
"Epi Curve","13","13","2020-03-17 00:00:00","","","",""
"Epi Curve","6","6","2020-03-16 00:00:00","","","",""
"Epi Curve","10","10","2020-03-15 00:00:00","","","",""
"Epi Curve","4","4","2020-03-14 00:00:00","","","",""
"Epi Curve","6","6","2020-03-13 00:00:00","","","",""
"Epi Curve","5","5","2020-03-12 00:00:00","","","",""
"Epi Curve","3","3","2020-03-11 00:00:00","","","",""
"Epi Curve","3","3","2020-03-09 00:00:00","","","",""
"Epi Curve","1","1","2020-03-08 00:00:00","","","",""
"Epi Curve","1","1","2020-03-06 00:00:00","","","",""
"Epi Curve","1","1","2020-03-05 00:00:00","","","",""
"Epi Curve","1","1","2020-03-04 00:00:00","","","",""
"Epi Curve","1","1","2020-03-03 00:00:00","","","",""
"Epi Curve","1","1","2020-02-28 00:00:00","","","",""
"Epi Curve","1","1","2020-02-21 00:00:00","","","",""
"Epi Curve","1","1","2020-01-06 00:00:00","","","",""
"Map","Yuma","1218","32.7539","-112.4429","-113.9364","0.480976155633985",""
"Map","Yavapai","349","34.7064","-110.812","-112.4429","0.0753775330206944",""
"Map","Santa Cruz","250","31.5332","-111.4931","-110.812","0.0311061394828551",""
"Map","Pinal","1317","32.9849","-111.7806","-111.4931","0.0137245622337908",""
"Map","Pima","2386","31.9681","-110.2972","-111.7806","0.0457772232500108",""
"Map","Navajo","848","35.3134","-113.9958","-110.2972","0.100675472185174",""
"Map","Mohave","631","35.6177","-112.7681","-113.9958","0.352880437120854",""
"Map","Maricopa","14468","33.2798","-113.9329","-112.7681","0.380458632706621",""
"Map","La Paz","63","33.6724","-109.2714","-113.9329","0.48787406751079",""
"Map","Greenlee","6","33.1001","-109.958","-109.2714","",""
"Map","Graham","113","33.0361","-110.685","-109.958","",""
"Map","Gila","309","33.7446","-112.0424","-110.685","",""
"Map","Coconino","623","35.6465","-109.7497","-112.0424","",""
"Map","Cochise","241","31.8901","-109.4451","-109.7497","",""
"Map","Apache","421","35.3025","0.519023844366015","-109.4451","",""
"Missing","0.48787406751079","136554","","","","",""
