"2.1.3 Positive Cases Chg Line","2020-06-21","2020-09-04","","4230","4230","4230","2020-06-21","2020-09-04","","4230","4230","4230","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-22","2020-09-05","","5019","5019","5019","2020-06-22","2020-09-05","","5019","5019","5019","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-23","2020-09-06","","7149","7149","7149","2020-06-23","2020-09-06","","7149","7149","7149","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-24","2020-09-07","","5349","5349","5349","2020-06-24","2020-09-07","","5349","5349","5349","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-25","2020-09-08","","5269","5269","5269","2020-06-25","2020-09-08","","5269","5269","5269","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-26","2020-09-09","","6209","6209","6209","2020-06-26","2020-09-09","","6209","6209","6209","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-27","2020-09-10","","5120","5120","5120","2020-06-27","2020-09-10","","5120","5120","5120","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-28","2020-09-11","","7083","7083","7083","2020-06-28","2020-09-11","","7083","7083","7083","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-29","2020-09-12","","9480","9480","9480","2020-06-29","2020-09-12","","9480","9480","9480","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-06-30","2020-09-13","","7407","7407","7407","2020-06-30","2020-09-13","","7407","7407","7407","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-01","2020-09-14","","6408","6408","6408","2020-07-01","2020-09-14","","6408","6408","6408","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-02","2020-09-15","","5688","5688","5688","2020-07-02","2020-09-15","","5688","5688","5688","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-03","2020-09-16","","9153","9153","9153","2020-07-03","2020-09-16","","9153","9153","9153","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-04","2020-09-17","","8597","8597","8597","2020-07-04","2020-09-17","","8597","8597","8597","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-05","2020-09-18","","5699","5699","5699","2020-07-05","2020-09-18","","5699","5699","5699","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-06","2020-09-19","","6090","6090","6090","2020-07-06","2020-09-19","","6090","6090","6090","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-07","2020-09-20","","11694","11694","11694","2020-07-07","2020-09-20","","11694","11694","11694","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-08","2020-09-21","","7031","7031","7031","2020-07-08","2020-09-21","","7031","7031","7031","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-09","2020-09-22","","7798","7798","7798","2020-07-09","2020-09-22","","7798","7798","7798","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-10","2020-09-23","","8047","8047","8047","2020-07-10","2020-09-23","","8047","8047","8047","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-11","2020-09-24","","8460","8460","8460","2020-07-11","2020-09-24","","8460","8460","8460","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-12","2020-09-25","","8358","8358","8358","2020-07-12","2020-09-25","","8358","8358","8358","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-13","2020-09-26","","7346","7346","7346","2020-07-13","2020-09-26","","7346","7346","7346","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-14","2020-09-27","","11126","11126","11126","2020-07-14","2020-09-27","","11126","11126","11126","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-15","2020-09-28","","8544","8544","8544","2020-07-15","2020-09-28","","8544","8544","8544","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-16","2020-09-29","","9986","9986","9986","2020-07-16","2020-09-29","","9986","9986","9986","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-17","2020-09-30","","9199","9199","9199","2020-07-17","2020-09-30","","9199","9199","9199","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-18","2020-10-01","","9329","9329","9329","2020-07-18","2020-10-01","","9329","9329","9329","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-19","2020-10-02","","6846","6846","6846","2020-07-19","2020-10-02","","6846","6846","6846","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-20","2020-10-03","","9231","9231","9231","2020-07-20","2020-10-03","","9231","9231","9231","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-21","2020-10-04","","12807","12807","12807","2020-07-21","2020-10-04","","12807","12807","12807","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-22","2020-10-05","","12040","12040","12040","2020-07-22","2020-10-05","","12040","12040","12040","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-23","2020-10-06","","9718","9718","9718","2020-07-23","2020-10-06","","9718","9718","9718","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-24","2020-10-07","","10066","10066","10066","2020-07-24","2020-10-07","","10066","10066","10066","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-25","2020-10-08","","8259","8259","8259","2020-07-25","2020-10-08","","8259","8259","8259","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-26","2020-10-09","","6891","6891","6891","2020-07-26","2020-10-09","","6891","6891","6891","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-27","2020-10-10","","6000","6000","6000","2020-07-27","2020-10-10","","6000","6000","6000","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-28","2020-10-11","","8755","8755","8755","2020-07-28","2020-10-11","","8755","8755","8755","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-29","2020-10-12","","10197","10197","10197","2020-07-29","2020-10-12","","10197","10197","10197","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-30","2020-10-13","","8086","8086","8086","2020-07-30","2020-10-13","","8086","8086","8086","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-07-31","2020-10-14","","6542","6542","6542","2020-07-31","2020-10-14","","6542","6542","6542","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-01","2020-10-15","","9032","9032","9032","2020-08-01","2020-10-15","","9032","9032","9032","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-02","2020-10-16","","5739","5739","5739","2020-08-02","2020-10-16","","5739","5739","5739","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-03","2020-10-17","","4526","4526","4526","2020-08-03","2020-10-17","","4526","4526","4526","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-04","2020-10-18","","5295","5295","5295","2020-08-04","2020-10-18","","5295","5295","5295","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-05","2020-10-19","","5258","5258","5258","2020-08-05","2020-10-19","","5258","5258","5258","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-06","2020-10-20","","8436","8436","8436","2020-08-06","2020-10-20","","8436","8436","8436","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-07","2020-10-21","","7371","7371","7371","2020-08-07","2020-10-21","","7371","7371","7371","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-08","2020-10-22","","8373","8373","8373","2020-08-08","2020-10-22","","8373","8373","8373","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-09","2020-10-23","","7751","7751","7751","2020-08-09","2020-10-23","","7751","7751","7751","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-10","2020-10-24","","12500","12500","12500","2020-08-10","2020-10-24","","12500","12500","12500","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-11","2020-10-25","","11645","11645","11645","2020-08-11","2020-10-25","","11645","11645","11645","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-12","2020-10-26","","7085","7085","7085","2020-08-12","2020-10-26","","7085","7085","7085","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-13","2020-10-27","","7934","7934","7934","2020-08-13","2020-10-27","","7934","7934","7934","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-14","2020-10-28","","12614","12614","12614","2020-08-14","2020-10-28","","12614","12614","12614","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-15","2020-10-29","","7873","7873","7873","2020-08-15","2020-10-29","","7873","7873","7873","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-16","2020-10-30","","6469","6469","6469","2020-08-16","2020-10-30","","6469","6469","6469","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-17","2020-10-31","","4636","4636","4636","2020-08-17","2020-10-31","","4636","4636","4636","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-18","2020-11-01","","6164","6164","6164","2020-08-18","2020-11-01","","6164","6164","6164","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-19","2020-11-02","","5920","5920","5920","2020-08-19","2020-11-02","","5920","5920","5920","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-20","2020-11-03","","5585","5585","5585","2020-08-20","2020-11-03","","5585","5585","5585","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-21","2020-11-04","","6556","6556","6556","2020-08-21","2020-11-04","","6556","6556","6556","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-22","2020-11-05","","6777","6777","6777","2020-08-22","2020-11-05","","6777","6777","6777","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-23","2020-11-06","","4946","4946","4946","2020-08-23","2020-11-06","","4946","4946","4946","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-24","2020-11-07","","4480","4480","4480","2020-08-24","2020-11-07","","4480","4480","4480","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-25","2020-11-08","","6004","6004","6004","2020-08-25","2020-11-08","","6004","6004","6004","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-26","2020-11-09","","4430","4430","4430","2020-08-26","2020-11-09","","4430","4430","4430","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-27","2020-11-10","","5329","5329","5329","2020-08-27","2020-11-10","","5329","5329","5329","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-28","2020-11-11","","4981","4981","4981","2020-08-28","2020-11-11","","4981","4981","4981","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-29","2020-11-12","","6070","6070","6070","2020-08-29","2020-11-12","","6070","6070","6070","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-30","2020-11-13","","4176","4176","4176","2020-08-30","2020-11-13","","4176","4176","4176","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-08-31","2020-11-14","","3712","3712","3712","2020-08-31","2020-11-14","","3712","3712","3712","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-01","2020-11-15","","4255","4255","4255","2020-09-01","2020-11-15","","4255","4255","4255","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-02","2020-11-16","","5125","5125","5125","2020-09-02","2020-11-16","","5125","5125","5125","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-03","2020-11-17","","5106","5106","5106","2020-09-03","2020-11-17","","5106","5106","5106","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-04","2020-11-18","","4956","4956","4956","2020-09-04","2020-11-18","","4956","4956","4956","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-05","2020-11-19","","4905","4905","4905","2020-09-05","2020-11-19","","4905","4905","4905","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-06","2020-11-20","","3091","3091","3091","2020-09-06","2020-11-20","","3091","3091","3091","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-07","2020-11-21","","2676","2676","2676","2020-09-07","2020-11-21","","2676","2676","2676","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-08","2020-11-22","","1616","1616","1616","2020-09-08","2020-11-22","","1616","1616","1616","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-09","2020-11-23","","3338","3338","3338","2020-09-09","2020-11-23","","3338","3338","3338","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-10","2020-11-24","","3326","3326","3326","2020-09-10","2020-11-24","","3326","3326","3326","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-11","2020-11-25","","4107","4107","4107","2020-09-11","2020-11-25","","4107","4107","4107","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-12","2020-11-26","","4625","4625","4625","2020-09-12","2020-11-26","","4625","4625","4625","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-13","2020-11-27","","2855","2855","2855","2020-09-13","2020-11-27","","2855","2855","2855","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-14","2020-11-29","","2235","2235","2235","2020-09-14","2020-11-29","","2235","2235","2235","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-15","2020-12-05","","2950","2950","2950","2020-09-15","2020-12-05","","2950","2950","2950","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-16","","","3238","3238","3238","2020-09-16","","","3238","3238","3238","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-17","","","3630","3630","3630","2020-09-17","","","3630","3630","3630","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-18","","","4304","4304","4304","2020-09-18","","","4304","4304","4304","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-19","","","4265","4265","4265","2020-09-19","","","4265","4265","4265","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-20","","","3294","3294","3294","2020-09-20","","","3294","3294","3294","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-21","","","2630","2630","2630","2020-09-21","","","2630","2630","2630","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-22","","","3146","3146","3146","2020-09-22","","","3146","3146","3146","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-23","","","3170","3170","3170","2020-09-23","","","3170","3170","3170","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-24","","","3400","3400","3400","2020-09-24","","","3400","3400","3400","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-25","","","4197","4197","4197","2020-09-25","","","4197","4197","4197","","","","","",""
"2.1.3 Positive Cases Chg Line","2020-09-26","","","4071","4071","4071","2020-09-26","","","4071","4071","4071","","","","","",""
