"8.1.1 Cases by Gender","Male","50.1","50.1","130351","CASE_PERCENT","","","","","","",""
"8.1.1 Cases by Gender","Unknown","0.5","0.5","1343","CASE_PERCENT","","","","","","",""
"County Name","CALIFORNIA","","","","","","","","","","",""
"2.1.1 Positive Cases","cases","260155","","","","","","","","","",""
"4.1.1 Test Reported","4680138","","","","","","","","","","",""
"4.1.1 Test Centers","25","","","","","","","","","","",""
"2.1.3 Death Chg Line","2020-03-19","","","3","3","","","","","","",""
"2.1.3 Death Chg Line","2020-03-20","","","4","4","","","","","","",""
"2.1.3 Death Chg Line","2020-03-21","","","4","4","","","","","","",""
"2.1.3 Death Chg Line","2020-03-22","","","9","9","","","","","","",""
"2.1.3 Death Chg Line","2020-03-23","","","2","2","","","","","","",""
"2.1.3 Death Chg Line","2020-03-24","","","15","15","","","","","","",""
"2.1.3 Death Chg Line","2020-03-25","","","12","12","","","","","","",""
"2.1.3 Death Chg Line","2020-03-26","","","13","13","","","","","","",""
"2.1.3 Death Chg Line","2020-03-27","","","24","24","","","","","","",""
"2.1.3 Death Chg Line","2020-03-28","","","17","17","","","","","","",""
"2.1.3 Death Chg Line","2020-03-29","","","17","17","","","","","","",""
"2.1.3 Death Chg Line","2020-03-30","","","15","15","","","","","","",""
"2.1.3 Death Chg Line","2020-03-31","","","21","21","","","","","","",""
"2.1.3 Death Chg Line","2020-04-01","","","32","32","","","","","","",""
"2.1.3 Death Chg Line","2020-04-02","","","34","34","","","","","","",""
"2.1.3 Death Chg Line","2020-04-03","","","39","39","","","","","","",""
"2.1.3 Death Chg Line","2020-04-04","","","43","43","","","","","","",""
"2.1.3 Death Chg Line","2020-04-05","","","24","24","","","","","","",""
"2.1.3 Death Chg Line","2020-04-06","","","31","31","","","","","","",""
"2.1.3 Death Chg Line","2020-04-07","","","68","68","","","","","","",""
"2.1.3 Death Chg Line","2020-04-08","","","50","50","","","","","","",""
"2.1.3 Death Chg Line","2020-04-09","","","49","49","","","","","","",""
"2.1.3 Death Chg Line","2020-04-10","","","68","68","","","","","","",""
"2.1.3 Death Chg Line","2020-04-11","","","42","42","","","","","","",""
"2.1.3 Death Chg Line","2020-04-12","","","36","36","","","","","","",""
"2.1.3 Death Chg Line","2020-04-13","","","71","71","","","","","","",""
"2.1.3 Death Chg Line","2020-04-14","","","63","63","","","","","","",""
"2.1.3 Death Chg Line","2020-04-15","","","69","69","","","","","","",""
"2.1.3 Death Chg Line","2020-04-16","","","95","95","","","","","","",""
"2.1.3 Death Chg Line","2020-04-17","","","87","87","","","","","","",""
"2.1.3 Death Chg Line","2020-04-18","","","94","94","","","","","","",""
"2.1.3 Death Chg Line","2020-04-19","","","42","42","","","","","","",""
"2.1.3 Death Chg Line","2020-04-20","","","60","60","","","","","","",""
"2.1.3 Death Chg Line","2020-04-21","","","86","86","","","","","","",""
"2.1.3 Death Chg Line","2020-04-22","","","115","115","","","","","","",""
"2.1.3 Death Chg Line","2020-04-23","","","93","93","","","","","","",""
"2.1.3 Death Chg Line","2020-04-24","","","89","89","","","","","","",""
"2.1.3 Death Chg Line","2020-04-25","","","59","59","","","","","","",""
"2.1.3 Death Chg Line","2020-04-26","","","45","45","","","","","","",""
"2.1.3 Death Chg Line","2020-04-27","","","54","54","","","","","","",""
"2.1.3 Death Chg Line","2020-04-28","","","78","78","","","","","","",""
"2.1.3 Death Chg Line","2020-04-29","","","95","95","","","","","","",""
"2.1.3 Death Chg Line","2020-04-30","","","91","91","","","","","","",""
"2.1.3 Death Chg Line","2020-05-01","","","98","98","","","","","","",""
"2.1.3 Death Chg Line","2020-05-02","","","44","44","","","","","","",""
"2.1.3 Death Chg Line","2020-05-03","","","39","39","","","","","","",""
"2.1.3 Death Chg Line","2020-05-04","","","63","63","","","","","","",""
"2.1.3 Death Chg Line","2020-05-05","","","95","95","","","","","","",""
"2.1.3 Death Chg Line","2020-05-06","","","92","92","","","","","","",""
"2.1.3 Death Chg Line","2020-05-07","","","81","81","","","","","","",""
"2.1.3 Death Chg Line","2020-05-08","","","93","93","","","","","","",""
"2.1.3 Death Chg Line","2020-05-09","","","67","67","","","","","","",""
"2.1.3 Death Chg Line","2020-05-10","","","25","25","","","","","","",""
"2.1.3 Death Chg Line","2020-05-11","","","77","77","","","","","","",""
"2.1.3 Death Chg Line","2020-05-12","","","87","87","","","","","","",""
"2.1.3 Death Chg Line","2020-05-13","","","98","98","","","","","","",""
"2.1.3 Death Chg Line","2020-05-14","","","76","76","","","","","","",""
"2.1.3 Death Chg Line","2020-05-15","","","96","96","","","","","","",""
"2.1.3 Death Chg Line","2020-05-16","","","57","57","","","","","","",""
"2.1.3 Death Chg Line","2020-05-17","","","41","41","","","","","","",""
"2.1.3 Death Chg Line","2020-05-18","","","32","32","","","","","","",""
"2.1.3 Death Chg Line","2020-05-19","","","102","102","","","","","","",""
"2.1.3 Death Chg Line","2020-05-20","","","106","106","","","","","","",""
"2.1.3 Death Chg Line","2020-05-21","","","88","88","","","","","","",""
"2.1.3 Death Chg Line","2020-05-22","","","78","78","","","","","","",""
"2.1.3 Death Chg Line","2020-05-23","","","66","66","","","","","","",""
"2.1.3 Death Chg Line","2020-05-24","","","21","21","","","","","","",""
"2.1.3 Death Chg Line","2020-05-25","","","19","19","","","","","","",""
"2.1.3 Death Chg Line","2020-05-26","","","70","70","","","","","","",""
"2.1.3 Death Chg Line","2020-05-27","","","89","89","","","","","","",""
"2.1.3 Death Chg Line","2020-05-28","","","95","95","","","","","","",""
"2.1.3 Death Chg Line","2020-05-29","","","88","88","","","","","","",""
"2.1.3 Death Chg Line","2020-05-30","","","57","57","","","","","","",""
"2.1.3 Death Chg Line","2020-05-31","","","38","38","","","","","","",""
"2.1.3 Death Chg Line","2020-06-01","","","35","35","","","","","","",""
"2.1.3 Death Chg Line","2020-06-02","","","75","75","","","","","","",""
"2.1.3 Death Chg Line","2020-06-03","","","61","61","","","","","","",""
"2.1.3 Death Chg Line","2020-06-04","","","63","63","","","","","","",""
"2.1.3 Death Chg Line","2020-06-05","","","74","74","","","","","","",""
"2.1.3 Death Chg Line","2020-06-06","","","67","67","","","","","","",""
"2.1.3 Death Chg Line","2020-06-07","","","27","27","","","","","","",""
"2.1.3 Death Chg Line","2020-06-08","","","44","44","","","","","","",""
"2.1.3 Death Chg Line","2020-06-09","","","79","79","","","","","","",""
"2.1.3 Death Chg Line","2020-06-10","","","105","105","","","","","","",""
"2.1.3 Death Chg Line","2020-06-11","","","62","62","","","","","","",""
"2.1.3 Death Chg Line","2020-06-12","","","46","46","","","","","","",""
"2.1.3 Death Chg Line","2020-06-13","","","74","74","","","","","","",""
"2.1.3 Death Chg Line","2020-06-14","","","26","26","","","","","","",""
"2.1.3 Death Chg Line","2020-06-15","","","32","32","","","","","","",""
"2.1.3 Death Chg Line","2020-06-16","","","87","87","","","","","","",""
"2.1.3 Death Chg Line","2020-06-17","","","82","82","","","","","","",""
"2.1.3 Death Chg Line","2020-06-18","","","70","70","","","","","","",""
"2.1.3 Death Chg Line","2020-06-19","","","64","64","","","","","","",""
"2.1.3 Death Chg Line","2020-06-20","","","71","71","","","","","","",""
"2.1.3 Death Chg Line","2020-06-21","","","20","20","","","","","","",""
"2.1.3 Death Chg Line","2020-06-22","","","65","65","","","","","","",""
"2.1.3 Death Chg Line","2020-06-23","","","52","52","","","","","","",""
"2.1.3 Death Chg Line","2020-06-24","","","101","101","","","","","","",""
"2.1.3 Death Chg Line","2020-06-25","","","79","79","","","","","","",""
"2.1.3 Death Chg Line","2020-06-26","","","60","60","","","","","","",""
"2.1.3 Death Chg Line","2020-06-27","","","33","33","","","","","","",""
"2.1.3 Death Chg Line","2020-06-28","2020-05-22","","31","31","","","","","","",""
"2.1.3 Death Chg Line","2020-06-29","","","44","44","","","","","","",""
"2.1.3 Death Chg Line","2020-06-30","","","110","110","","","","","","",""
"2.1.3 Death Chg Line","2020-07-01","","","73","73","","","","","","",""
"2.1.3 Death Chg Line","2020-07-02","","","100","100","","","","","","",""
"2.1.3 Death Chg Line","2020-07-03","","","50","50","","","","","","",""
"2.1.3 Death Chg Line","2020-07-04","","","18","18","","","","","","",""
"8.1.2 Demo by Cases","0-17","8.2","8.2","21219","CASE_PERCENT","","","","","","",""
"8.1.2 Demo by Cases","18-49","58.2","58.2","151294","CASE_PERCENT","","","","","","",""
"8.1.2 Demo by Cases","50-64","20.3","20.3","52869","CASE_PERCENT","","","","","","",""
"8.1.2 Demo by Cases","65+","13.3","13.3","34493","CASE_PERCENT","","","","","","",""
"8.1.2 Demo by Cases","Missing","0.1","0.1","280","CASE_PERCENT","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","11487","2020-03-19 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","12528","2020-03-20 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","13467","2020-03-21 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","14317","2020-03-22 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","15554","2020-03-23 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","18276","2020-03-24 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","26416","2020-03-28 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","27251","2020-03-29 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","28704","2020-03-30 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","31038","2020-03-31 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","32944","2020-04-01 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","35267","2020-04-02 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","113687","2020-04-03 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","116563","2020-04-04 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","129693","2020-04-05 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","143172","2020-04-06 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","154733","2020-04-07 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","163704","2020-04-08 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","172076","2020-04-09 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","182986","2020-04-10 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","190238","2020-04-11 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","199667","2020-04-12 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","202208","2020-04-13 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","214387","2020-04-14 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","239181","2020-04-15 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","251614","2020-04-16 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","259666","2020-04-17 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","273721","2020-04-18 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","283317","2020-04-19 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","292906","2020-04-20 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","301547","2020-04-21 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","482097","2020-04-22 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","494173","2020-04-23 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","506035","2020-04-24 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","526084","2020-04-25 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","553409","2020-04-26 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","577608","2020-04-27 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","603139","2020-04-28 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","625337","2020-04-29 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","654985","2020-04-30 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","685048","2020-05-01 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","715751","2020-05-02 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","747874","2020-05-03 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","779902","2020-05-04 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","809036","2020-05-05 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","842874","2020-05-06 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","875272","2020-05-07 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","912570","2020-05-08 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","955664","2020-05-09 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","991897","2020-05-10 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1033370","2020-05-11 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1065592","2020-05-12 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1104651","2020-05-13 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1133906","2020-05-14 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1179126","2020-05-15 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1235243","2020-05-16 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1292672","2020-05-17 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1339316","2020-05-18 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1380120","2020-05-19 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1421128","2020-05-20 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1466773","2020-05-21 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1515306","2020-05-22 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1582745","2020-05-23 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1644102","2020-05-24 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1696396","2020-05-25 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1736894","2020-05-26 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1790559","2020-05-27 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1835478","2020-05-28 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1888595","2020-05-29 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","1944848","2020-05-30 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2012583","2020-05-31 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2071591","2020-06-01 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2131294","2020-06-02 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2182671","2020-06-03 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2238463","2020-06-04 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2308300","2020-06-05 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2362218","2020-06-06 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2431190","2020-06-07 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2486245","2020-06-08 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2540798","2020-06-09 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2597647","2020-06-10 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2662258","2020-06-11 00:00:00","","","","","","","","",""
